"imageUrl","title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIby10uOUrPBnMvPZ0F4kozmLtFNvAmS5dBdQXsCra-KpaTRd70EJ4qJxsL_t7fyyVYGPohmAfNIREklED4KDfKJG4bR5X0IJAabQWqyt8xqu7dulIX1Qenx_adtKUYJ8jIHmcBbQUhjCu=w408-h306-k-no","Café & Bar Castillo San Andres","4.9","82","Av. Pedro Schwartz, 5","San Andrés","Santa Cruz de Tenerife","ES",,"+34 655 21 61 52","Bar & grill","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20%26%20Bar%20Castillo%20San%20Andres&query_place_id=ChIJBViDY7fLQQwRGbx7kLGz7xY"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHL3EvDxDFUTm983OkSJ_Y53ouKA_lTTQCEri1K_cnin4RLGIm1tPHeRTgWqN55Qy897lGeqaT3UJMRTqzRr5y1BDAjyZDXe54_2U0_eY_g1TwLIOiveFR08ZFi4ctAHyWBPGkH=w426-h240-k-no","La Isla Beach Club Playa de Las Teresitas","3.8","884","Playa de Las Teresitas","Santa Cruz de Tenerife","Santa Cruz de Tenerife","ES","http://www.laislabeach.com/","+34 922 15 45 56","Stand bar","https://www.google.com/maps/search/?api=1&query=La%20Isla%20Beach%20Club%20Playa%20de%20Las%20Teresitas&query_place_id=ChIJ1cDX_ufLQQwRoEVBXPVK75Q"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFF1XMrLc_itLccMsofbnOYJN8IS7mw5LB16MIYOC9au8PvnwFs54Y1_726HUAgkNte0eWT6BcBKZMPuU-XqMY83d24_oN2L12xJHTwnIvo36gQ0EoX5nsYKvQNSNfrTsf2vJg=w426-h240-k-no","Bar Strasse Beach","3.8","759",,"Santa Cruz de Tenerife","Santa Cruz de Tenerife","ES","https://cdn.flipsnack.com/widget/v2/flipsnackwidget.html?hash=un329ph6rh&t=1591868089&fullscreen=1","","Stand bar","https://www.google.com/maps/search/?api=1&query=Bar%20Strasse%20Beach&query_place_id=ChIJdWi6kB3LQQwR-UvA6Vf_nIc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAQcuW5y9_CD6WoTMalwseRQiykBZ99qfjwCO7bDAEr1uQGiwXBExSvLgkMIvk_LvDchMGRvXlTuonZPTftvpSuuM5HF5XWkP_YfRZIlk_d4VEXQPVKn7TcuHL7zjNxA7mvNNY=w533-h240-k-no","Bar el Muellito","4.4","140","Calle Dique, 17","San Andrés","Santa Cruz de Tenerife","ES",,"+34 603 80 08 34","Bar","https://www.google.com/maps/search/?api=1&query=Bar%20el%20Muellito&query_place_id=ChIJ8aifi0fKQQwR4Zjunl8N9R0"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTADDvAf56GrbsWrnSkd10K2PKUSJ9KPG9TOuOHd-kBt3DTj88gRTbdOuGRV3FhyAzWkY2i_9kps1wOvepsNjfzS7qXJlzBqrj89fGKBHgB5nXBcAorNpqYD667Cl5W3soNt8J=w408-h306-k-no","Bar La Marina/ Mary's Barraquitos","4.4","291","Calle Dique, 10","Santa Cruz de Tenerife","Santa Cruz de Tenerife","ES",,"+34 696 77 06 73","Bar","https://www.google.com/maps/search/?api=1&query=Bar%20La%20Marina%2F%20Mary's%20Barraquitos&query_place_id=ChIJ1bLV80fKQQwRfQwyxQTBr1c"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGLyzF45AGORwqorXwGODNn4yHzXBhcMF9JAb9pJOlfYKJRPuAXXVTa7qpaYgr5acVdn6eIkXZBzRCmnbmp41QovFXfAQy57e-DteO9QgqDzARuIZ3PnyjaO-BRnynmPF79_ex9A=w408-h306-k-no","El Peton","4.4","2160","C. Aparejo, 11","San Andrés","Santa Cruz de Tenerife","ES",,"+34 654 84 60 21","Bar & grill","https://www.google.com/maps/search/?api=1&query=El%20Peton&query_place_id=ChIJ9dCdcDjKQQwRavSrAuxCqVY"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUIzLqbgRzxsCuD-XxFe83bj3BAYjPdKd3B0wZ5YQpP0gdSUBjQ-hetPsy4y2joeCRpzcDBw5oaNK8t3R9AdvTtxN4t8oDPWaClHLKq-G6xfwBjINXmsNVBpKsogTYhJOus4U=w408-h306-k-no","Cuncunprà","4.6","1008","Las Teresitas Kiosko 6","San Andrés","Santa Cruz de Tenerife","ES","http://www.cuncunpra.com/","+34 663 35 08 37","Bar","https://www.google.com/maps/search/?api=1&query=Cuncunpr%C3%A0&query_place_id=ChIJfeA27B3LQQwRAQyeiXUpTVM"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHjZj1RPqGgZHxGJLDbnWbnCJ2j9uM44qcMt7tzfAkcACoDO_k44KUbDxbCOd0JaQQn66Xx_-ZMFbNyD5Lbd0BgdpTRTNhamtLypES1Nf0C_1g7xfyhA3ZBjzSScsZIEGBEso9=w408-h544-k-no","Bar Paez - El Pichón","4.6","233","C. Guillén, 2","San Andrés","Santa Cruz de Tenerife","ES",,"+34 672 10 14 10","Bar & grill","https://www.google.com/maps/search/?api=1&query=Bar%20Paez%20-%20El%20Pich%C3%B3n&query_place_id=ChIJOYtfGjjKQQwRvMP_cdKvDwk"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAENZXrIK7VM1bRHPEkTZH_0xBnJB5jPAUI0_lUcROrOaoNMTkXb_R-tSRC3JislaXZ7b9Byl4GQ4_mirqv4FUtr71KX-w_ssUeZ-XiIV4NxJrc96SS8HbC67-amcR0Ye1lFB5BupA=w408-h306-k-no","Brisas del mar 1","3.7","282","Playa las teresitas, 2","Santa Cruz de Tenerife","Santa Cruz de Tenerife","ES",,"+34 691 06 06 69","Stand bar","https://www.google.com/maps/search/?api=1&query=Brisas%20del%20mar%201&query_place_id=ChIJX7zXYv7LQQwRrmPF5LWrJg8"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4-T_6GCo8bww35u9p1naHkIVka5g6xXOdrECj2pktXYZ-wA9ImH4a8cc1d9YTlwQPGYreN95WaCQ8x80ckh58ZP2ewCAT8SReGpf8VvDWQmz15QQt-YNTp83rv_NIgcql0EXAi-Zod1zQ=w408-h725-k-no","Bar placa adelfas","5","2","Pl. Adelfas, 6","San Andrés","Santa Cruz de Tenerife","ES",,"","Bar","https://www.google.com/maps/search/?api=1&query=Bar%20placa%20adelfas&query_place_id=ChIJR-V647_LQQwRU6YUgrF9-y4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2QlbpthgUx0uqDLLl5sMh48crx4BF2l5nbvv4PQxji8m0Ju-j77eMaz_1pWwI620RUzRgIJ2JIgtSmHsVDOrBUZM_pwm2Ew20U1X7zYGA6KeyQCcbfK5B4m9_Aia1XWOsR5Q=w426-h240-k-no","Bar Restaurante Estrella del Mar","4.3","1105","Calle Dique, 22","San Andrés","Santa Cruz de Tenerife","ES",,"+34 922 54 98 37","Bar & grill","https://www.google.com/maps/search/?api=1&query=Bar%20Restaurante%20Estrella%20del%20Mar&query_place_id=ChIJnbW5iUfKQQwRcowU_MJlNGw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH29aKyKdgZqRVE0Q1ktfcYcENvxTVycWRivRFMq0m_XYpGQgSHfogkQ9y0A1-8wqSieBOAHHETcVYo_4aGmIAijMh996oBgepHAJSVRuqd46J5cv3eJscJZ-ADVhz4N-F4XSlIWV3A5ipr=w408-h541-k-no","Brisas del mar 2","4","503","Playa las teresitas, 3","San Andrés","Santa Cruz de Tenerife","ES",,"+34 658 94 94 98","Stand bar","https://www.google.com/maps/search/?api=1&query=Brisas%20del%20mar%202&query_place_id=ChIJ-UXALLfLQQwRW70DLetkanI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzMtVRDYCrfIVlXPTXpjWDTTrAcn-AW4LSveSL2coTrKPU6-4Vnh6ecYqOPYXAmA4rSvu8f9Y88wh6-Dm_iIP3Dbp0NkX_B8139hyRItVHQd_kovACImY4mOgoeLx9jte-1DHF=w408-h271-k-no","Monterrey","4.1","452","Calle Dique, 25","San Andrés","Santa Cruz de Tenerife","ES",,"+34 922 54 92 50","Bar & grill","https://www.google.com/maps/search/?api=1&query=Monterrey&query_place_id=ChIJi2EFeDjKQQwRVLRqs0P9RO0"
