"imageUrl","title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAECtYFZPtnrqhOu0JpBbHsss30wI5oXzzFr28d2NNsp0XdfpCYtm2t5pSWezzUheC5tG1G6tyH2s1ujsyCCmiwD0FBAt-TrHrmqWsn6HONpFRy0HG-dxm1Rqq86RPCpo5N0tC4T=w408-h306-k-no","BAROON Wine&more","4.7","134","Obala Iva Kuljevana 11","Lopud",,"HR",,"","Bar","https://www.google.com/maps/search/?api=1&query=BAROON%20Wine%26more&query_place_id=ChIJb1QndW-NSxMRxj8y4LCOnfc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHb4OevYPHbCVKOxQ9DV9TlemZJhwLpr3MWOZPYAo3Z94CKSf7-mp9IS9t3UQun1NJLk8Sf1R21ZmW2OwQL8w2dfWWIVJJMJF6LPbMgETquDU5ptT-dA4ileZb6Tp_XVGo4n8LSiA=w533-h240-k-no","Beach bar fia","4.9","97","Od Šunja","Lopud",,"HR",,"+385 91 619 3567","Bar","https://www.google.com/maps/search/?api=1&query=Beach%20bar%20fia&query_place_id=ChIJzXU2iOmNSxMRugGs8TujY48"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0z3T6zAO1pHkKqJvl3ZKeri_w6SEezb1w8DbVlToW0lHv6nb-RXeNfFX50EPjqjjf2uuSZpPLcBLDU52Kf4mI1QqqGXrR0awAZ9GyGuboaeOhkKy85W94IsuOjbqTUxsz8waCIg=w426-h240-k-no","Beachbar | šunj","4.4","72","​Plaža Šunj","Lopud",,"HR",,"+385 92 301 0319","Bar","https://www.google.com/maps/search/?api=1&query=Beachbar%20%7C%20%C5%A1unj&query_place_id=ChIJwxzMqQSNSxMRRhPt9uYCc0s"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvGcjSKwuNUCjmPUvh3C3RhxIfhFAw_vN_QuvUq7y8LXDjXPnY-fa2lyvSSmBrjiSLkaN-IZ2Q5nsQvZtKuqqpc4QlBh9FdzHgKDl2bn-7wuQcD3SSEsjodVbiovs0e2a5L5UZ=w408-h306-k-no","Promenada","4.4","954","Šetalište kralja Zvonimira 22","Dubrovnik",,"HR",,"","Bar","https://www.google.com/maps/search/?api=1&query=Promenada&query_place_id=ChIJAdytKTZ1TBMR_hIga0M_Hhc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2vkBCbrkpDBCtyT-mvwJhKrAafgcrL2iy8L54RrsTGs9_JnxRimc9X7h68JEx_Ut3dBbBklA0UbwYctN_l2FG3mkkAC4X-GWWwCykLij2aD_ldWa6CvYyRyGC55WrHpWiTVC1=w408-h306-k-no","NUKU Beach & Bar","4.6","29","Na moru 1","Orašac",,"HR","http://www.sungardensdubrovnik.com/","+385 20 361 500","Bar","https://www.google.com/maps/search/?api=1&query=NUKU%20Beach%20%26%20Bar&query_place_id=ChIJgRxb0YyLSxMR_s7QwfRRCCI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_NFCwjZP2v5q3B8HnAI50N2eoxtdtmul-igGhp0A4Ytk-yC-a89uXS2P6aWLhwQKdHPx4SloOD21fhbTRuRqwrvysMtNXa1AhmsbuPsONU_YVIBpnljjiE85b9AIvSi9LG5wnbQ=w408-h544-k-no","Green Captain","5","32","18","Suđurađ",,"HR","https://greencaptain.hr/en/","+385 98 906 0466","Wine store","https://www.google.com/maps/search/?api=1&query=Green%20Captain&query_place_id=ChIJh8PsHACNSxMRK7anTEcK0kU"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCYidABm6WrTRD0avRA3tcNhiadNTWEtGZ9ItpgiM6DaxS_Z6SHjl8qEfXB35yKmLc8XosmvQmni5zow8-0qsMwhCfveF6Wf8yOkBrYqYatE-4zv6v-sFx6JNdvcGmEmnFLOSGsQ=w408-h348-k-no","Neo","4.9","37","Iva Kuljevana 20","Lopud",,"HR",,"+385 91 157 4768","Tapas bar","https://www.google.com/maps/search/?api=1&query=Neo&query_place_id=ChIJ74VZxeSNSxMRbbY8cBTbTws"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNUwD3r_opF9fn4eNmche0yJaQiYx-9TCNTI388w7TnEYaUFUN0vAug33y5QuHpUtWJL_jTslRMYP_7e_yuRdRFQ5vMbr2vATAdDXh1nAI6-VXC-FAXtcB35beuCYomow7jlhz1w=w408-h306-k-no","Tropicana Beach Bar","3.6","27",,"Lopud",,"HR",,"","Bar","https://www.google.com/maps/search/?api=1&query=Tropicana%20Beach%20Bar&query_place_id=ChIJr6oJ6byMSxMR_dFHMX7d2B8"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkGK9tuc8UgLpHcAy47qiReC-CUAM5_nYbId_tJlzm5aoyabfXciUU5vTj1Emr5Onkh841MIy9jhJMNoHJpBgOmmyCfUO4ZKHiOEOcHOAVUB3xqpHqHVDXp55KzavwOCNLYvQT=w408-h905-k-no","4 Elements Bar and Lounge",,,,"Koločep",,"HR",,"","Bar","https://www.google.com/maps/search/?api=1&query=4%20Elements%20Bar%20and%20Lounge&query_place_id=ChIJR5X7de-LSxMRQh-uScStGS4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDl30neYdU1R-aAGJeL18Z_IBfOF8abJWmhTq8wCumQHQ6V4B0DzX3eqvubBnOd3ynwpbEkpdgxJL-2VNfqpNfKOU8ffrilwanYFJPJTkWPQ43ouBerZrLYoIh9z33Bz4XzzmH=w408-h905-k-no","The Bar",,,,"Koločep",,"HR",,"","Bar","https://www.google.com/maps/search/?api=1&query=The%20Bar&query_place_id=ChIJ0wYyNGuLSxMR5PvpJk_weZM"
